timestamp,seed,is_unique,filename,cmd
2025-09-19T21:03:56.523154,1471933334,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:03:57.391721,2633871029,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:03:57.651931,3339567647,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:03:57.890937,408855283,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:03:57.961206,3355177730,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:03:58.161213,1856796703,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:03:58.268186,834631270,True,max3sat_unique_seed_834631270.txt,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:03:58.596300,1592822335,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:03:59.833654,2853607366,True,max3sat_unique_seed_2853607366.txt,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:04:02.047943,2793911165,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:04:02.815061,17458596,True,max3sat_unique_seed_17458596.txt,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:04:02.815650,2241506160,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:04:03.312108,4196653461,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:04:03.348976,3153868842,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:04:04.045972,669413228,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
2025-09-19T21:04:04.231775,3238799831,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 16 1 0 0 1
