timestamp,seed,is_unique,filename,cmd
2025-09-19T20:47:34.539075,2109657795,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.548742,3688830297,True,max3sat_unique_seed_3688830297.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.558123,1601208059,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.566615,2333106659,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.576760,4194794943,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.587181,2506334246,True,max3sat_unique_seed_2506334246.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.597982,528343524,True,max3sat_unique_seed_528343524.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.608175,80336925,True,max3sat_unique_seed_80336925.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.618693,941002507,True,max3sat_unique_seed_941002507.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.629325,2904386200,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.639165,2272577085,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.649224,86638562,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.659516,1955582182,True,max3sat_unique_seed_1955582182.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.669700,2413684239,True,max3sat_unique_seed_2413684239.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.679683,90396666,True,max3sat_unique_seed_90396666.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.689898,272663564,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.700352,3695959753,True,max3sat_unique_seed_3695959753.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.710636,3523478306,True,max3sat_unique_seed_3523478306.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.721556,1620542802,True,max3sat_unique_seed_1620542802.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.731497,1207795181,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.741866,3444124329,True,max3sat_unique_seed_3444124329.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.752139,1915690744,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.761584,3062059859,True,max3sat_unique_seed_3062059859.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.771737,868654797,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.781785,993912773,True,max3sat_unique_seed_993912773.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.792449,722978725,True,max3sat_unique_seed_722978725.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.802242,488739984,True,max3sat_unique_seed_488739984.txt,./main 8 10 1 0 0 1
2025-09-19T20:47:34.811321,883301980,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.820825,2892488595,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.831075,908538890,False,,./main 8 10 1 0 0 1
2025-09-19T20:47:34.842027,2657535694,False,,./main 8 10 1 0 0 1
