timestamp,seed,is_unique,filename,cmd
2025-09-28T19:38:18.044630,2507260938,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:18.182744,418448516,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:18.539954,908492407,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:18.676032,3110089317,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:19.076688,1198652692,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:19.407798,3227265945,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:19.722346,451806861,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:19.750574,3340373032,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:21.549237,2315827634,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:21.674559,825353924,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:22.469522,4170370621,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:22.613649,1610451042,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:22.948673,867365642,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:23.854225,595312379,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:23.864498,4214269148,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:24.304405,3578481143,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:24.404641,3737249248,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:25.627765,856625814,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:26.146161,3493488593,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
2025-09-28T19:38:26.733496,843536188,False,,/home/charliebrown/salima/weak_conflict_experiment/main2 8 15 1 0 0 1
